SKU_Code,Design_No.,Stock,Category,Size,Color
CH206-GREEN-XXL,CH206,2,leggings,XXL,green
CH207-PINK-L,CH207,3,leggings,L,pink
CH207-PINK-M,CH207,3,leggings,M,pink
CH207-PINK-S,CH207,5,leggings,S,pink
CH207-PINK-XL,CH207,2,leggings,XL,pink
CH207-PINK-XXL,CH207,2,leggings,XXL,pink
CH208-MUSTARD-L,CH208,7,leggings,L,mustard
CH208-MUSTARD-M,CH208,13,leggings,M,mustard
CH208-MUSTARD-S,CH208,7,leggings,S,mustard
CH208-MUSTARD-XL,CH208,4,leggings,XL,mustard
CH208-MUSTARD-XXL,CH208,4,leggings,XXL,mustard
CH209-BIEGE-L,CH209,3,leggings,L,beige
CH209-BIEGE-M,CH209,3,leggings,M,beige
CH209-BIEGE-S,CH209,4,leggings,S,beige
CH209-BIEGE-XL,CH209,4,leggings,XL,beige
CH209-BIEGE-XXL,CH209,2,leggings,XXL,beige
CH210-NAVY-L,CH210,2,leggings,L,navy blue
CH210-NAVY-M,CH210,4,leggings,M,navy blue
CH210-NAVY-S,CH210,3,leggings,S,navy blue
CH210-NAVY-XL,CH210,2,leggings,XL,navy blue
CH210-NAVY-XXL,CH210,3,leggings,XXL,navy blue
CH211-BLACK-L,CH211,2,leggings,L,black
CH211-BLACK-M,CH211,5,leggings,M,black
CH211-BLACK-S,CH211,3,leggings,S,black
CH211-BLACK-XL,CH211,3,leggings,XL,black
CH211-BLACK-XXL,CH211,1,leggings,XXL,black
CH212-WHITE-L,CH212,2,leggings,L,white
CH212-WHITE-M,CH212,2,leggings,M,white
CH212-WHITE-S,CH212,2,leggings,S,white
CH212-WHITE-XL,CH212,2,leggings,XL,white
CH212-WHITE-XXL,CH212,1,leggings,XXL,white
CH213-BROWN-L,CH213,4,leggings,L,brown
CH213-BROWN-M,CH213,4,leggings,M,brown
CH213-BROWN-S,CH213,4,leggings,S,brown
CH213-BROWN-XL,CH213,3,leggings,XL,brown
CH213-BROWN-XXL,CH213,3,leggings,XXL,brown
J0001-DR-L,J0001,2,dress,L,pink
J0001-DR-M,J0001,19,dress,M,pink
J0001-DR-S,J0001,9,dress,S,pink
J0001-DR-XL,J0001,26,dress,XL,pink
J0001-DR-XS,J0001,42,dress,XS,pink
J0001-DR-XXL,J0001,20,dress,XXL,pink
J0001-DR-XXXL,J0001,14,dress,XXXL,pink
J0002-SKD-L,J0002,93,kurta set,L,peach
J0002-SKD-M,J0002,82,kurta set,M,peach
J0002-SKD-S,J0002,165,kurta set,S,peach
J0002-SKD-XL,J0002,62,kurta set,XL,peach
J0002-SKD-XS,J0002,97,kurta set,XS,peach
J0002-SKD-XXL,J0002,73,kurta set,XXL,peach
J0002-SKD-XXXL,J0002,7,kurta set,XXXL,peach
J0003-SET-L,J0003,3,kurta set,L,mustard
J0003-SET-M,J0003,7,kurta set,M,mustard
J0003-SET-S,J0003,9,kurta set,S,mustard
J0003-SET-XL,J0003,5,kurta set,XL,mustard
J0003-SET-XS,J0003,13,kurta set,XS,mustard
J0003-SET-XXL,J0003,3,kurta set,XXL,mustard
J0003-SET-XXXL,J0003,9,kurta set,XXXL,mustard
J0004-SKD-L,J0004,57,kurta set,L,grey
J0004-SKD-M,J0004,61,kurta set,M,grey
J0004-SKD-S,J0004,58,kurta set,S,grey
J0004-SKD-XL,J0004,18,kurta set,XL,grey
J0004-SKD-XS,J0004,53,kurta set,XS,grey
J0004-SKD-XXL,J0004,11,kurta set,XXL,grey
J0004-SKD-XXXL,J0004,33,kurta set,XXXL,grey
J0005-DR-L,J0005,20,dress,L,light green
J0005-DR-M,J0005,49,dress,M,light green
J0005-DR-S,J0005,29,dress,S,light green
J0005-DR-XL,J0005,31,dress,XL,light green
J0005-DR-XS,J0005,45,dress,XS,light green
J0005-DR-XXL,J0005,30,dress,XXL,light green
J0005-DR-XXXL,J0005,73,dress,XXXL,light green
J0006-SET-L,J0006,132,dress,L,mustard
J0006-SET-M,J0006,86,dress,M,mustard
J0006-SET-S,J0006,51,dress,S,mustard
J0006-SET-XL,J0006,23,dress,XL,mustard
J0006-SET-XS,J0006,149,dress,XS,mustard
J0006-SET-XXL,J0006,35,dress,XXL,mustard
J0006-SET-XXXL,J0006,33,dress,XXXL,mustard
J0007-SKD-L,J0007,11,kurta set,L,red
J0007-SKD-M,J0007,6,kurta set,M,red
J0007-SKD-S,J0007,31,kurta set,S,red
J0007-SKD-XL,J0007,13,kurta set,XL,red
J0007-SKD-XS,J0007,89,kurta set,XS,red
J0007-SKD-XXL,J0007,19,kurta set,XXL,red
J0007-SKD-XXXL,J0007,45,kurta set,XXXL,red
J0008-SKD-L,J0008,89,kurta set,L,mustard
J0008-SKD-M,J0008,29,kurta set,M,mustard
J0008-SKD-S,J0008,171,kurta set,S,mustard
J0008-SKD-XL,J0008,318,kurta set,XL,mustard
J0008-SKD-XS,J0008,161,kurta set,XS,mustard
J0008-SKD-XXL,J0008,28,kurta set,XXL,mustard
J0008-SKD-XXXL,J0008,51,kurta set,XXXL,mustard
J0009-SKD-L,J0009,30,kurta set,L,pink
J0009-SKD-M,J0009,88,kurta set,M,pink
J0009-SKD-S,J0009,44,kurta set,S,pink
J0009-SKD-XL,J0009,34,kurta set,XL,pink
J0009-SKD-XS,J0009,64,kurta set,XS,pink
J0009-SKD-XXL,J0009,13,kurta set,XXL,pink
J0009-SKD-XXXL,J0009,26,kurta set,XXXL,pink
J0010-LCD-L,J0010,11,lehenga choli,L,peach
J0010-LCD-M,J0010,3,lehenga choli,M,peach
J0010-LCD-S,J0010,14,lehenga choli,S,peach
J0010-LCD-XL,J0010,10,lehenga choli,XL,peach
J0010-LCD-XS,J0010,7,lehenga choli,XS,peach
J0010-LCD-XXL,J0010,37,lehenga choli,XXL,peach
J0010-LCD-XXXL,J0010,45,lehenga choli,XXXL,peach
J0011-LCD-L,J0011,71,lehenga choli,L,pink
J0011-LCD-M,J0011,13,lehenga choli,M,pink
J0011-LCD-S,J0011,9,lehenga choli,S,pink
J0011-LCD-XL,J0011,3,lehenga choli,XL,pink
J0011-LCD-XS,J0011,7,lehenga choli,XS,pink
J0011-LCD-XXL,J0011,41,lehenga choli,XXL,pink
J0011-LCD-XXXL,J0011,29,lehenga choli,XXXL,pink
J0012-SKD-L,J0012,10,kurta set,L,green
J0012-SKD-M,J0012,57,kurta set,M,green
J0012-SKD-S,J0012,136,kurta set,S,green
J0012-SKD-XL,J0012,25,kurta set,XL,green
J0012-SKD-XS,J0012,93,kurta set,XS,green
J0012-SKD-XXL,J0012,22,kurta set,XXL,green
J0012-SKD-XXXL,J0012,69,kurta set,XXXL,green
J0013-SKD-L,J0013,7,kurta set,L,light green
J0013-SKD-M,J0013,4,kurta set,M,light green
J0013-SKD-S,J0013,8,kurta set,S,light green
J0013-SKD-XL,J0013,4,kurta set,XL,light green
J0013-SKD-XS,J0013,17,kurta set,XS,light green
J0013-SKD-XXL,J0013,5,kurta set,XXL,light green
J0013-SKD-XXXL,J0013,6,kurta set,XXXL,light green
J0014-LCD-L,J0014,28,lehenga choli,L,mustard
J0014-LCD-M,J0014,4,lehenga choli,M,mustard
J0014-LCD-S,J0014,70,lehenga choli,S,mustard
J0014-LCD-XL,J0014,27,lehenga choli,XL,mustard
J0014-LCD-XS,J0014,17,lehenga choli,XS,mustard
J0014-LCD-XXL,J0014,29,lehenga choli,XXL,mustard
J0014-LCD-XXXL,J0014,72,lehenga choli,XXXL,mustard
J0015-DR-M,J0015,1,dress,M,light pink
J0015-DR-S,J0015,3,dress,S,light pink
J0015-DR-XL,J0015,2,dress,XL,light pink
J0015-DR-XS,J0015,4,dress,XS,light pink
J0016-DR-L,J0016,2,dress,L,mustard
J0016-DR-M,J0016,2,dress,M,mustard
J0016-DR-S,J0016,2,dress,S,mustard
J0016-DR-XL,J0016,1,dress,XL,mustard
J0016-DR-XS,J0016,2,dress,XS,mustard
J0016-DR-XXL,J0016,2,dress,XXL,mustard
J0016-DR-XXXL,J0016,1,dress,XXXL,mustard
J0019-SET-S,J0019,4,set,S,red
J0019-SET-XS,J0019,9,set,XS,red
J0019-SET-XXL,J0019,1,set,XXL,red
J0019-SET-XXXL,J0019,1,set,XXXL,red
J0020-SET-L,J0020,2,set,L,yellow
J0020-SET-M,J0020,3,set,M,yellow
J0020-SET-S,J0020,4,set,S,yellow
J0020-SET-XL,J0020,3,set,XL,yellow
J0020-SET-XS,J0020,11,set,XS,yellow
J0020-SET-XXL,J0020,3,set,XXL,yellow
J0020-SET-XXXL,J0020,3,set,XXXL,yellow
J0021-TP-M,J0021,1,top,M,red
J0021-TP-S,J0021,1,top,S,red
J0021-TP-XS,J0021,3,top,XS,red
J0021-TP-XXL,J0021,1,top,XXL,red
J0021-TP-XXXL,J0021,1,top,XXXL,red
J0022-KR-L,J0022,2,kurta,L,lemon yellow
J0022-KR-S,J0022,1,kurta,S,lemon yellow
J0022-KR-XS,J0022,2,kurta,XS,lemon yellow
J0022-KR-XXXL,J0022,2,kurta,XXXL,lemon yellow
J0023-TP-L,J0023,4,top,L,turquoise blue
J0023-TP-M,J0023,2,top,M,turquoise blue
J0023-TP-S,J0023,6,top,S,turquoise blue
J0023-TP-XL,J0023,3,top,XL,turquoise blue
J0023-TP-XS,J0023,4,top,XS,turquoise blue
J0023-TP-XXL,J0023,6,top,XXL,turquoise blue
J0023-TP-XXXL,J0023,1,top,XXXL,turquoise blue
J0024-KR-L,J0024,135,kurta,L,sea green
J0024-KR-M,J0024,94,kurta,M,sea green
J0024-KR-S,J0024,176,kurta,S,sea green
J0024-KR-XL,J0024,83,kurta,XL,sea green
J0024-KR-XS,J0024,151,kurta,XS,sea green
J0024-KR-XXL,J0024,92,kurta,XXL,sea green
J0024-KR-XXXL,J0024,63,kurta,XXXL,sea green
J0025-DR-L,J0025,1,dress,L,sea green
J0025-DR-S,J0025,4,dress,S,sea green
J0025-DR-XS,J0025,7,dress,XS,sea green
J0025-DR-XXL,J0025,3,dress,XXL,sea green
J0025-DR-XXXL,J0025,4,dress,XXXL,sea green
J0026-KR-L,J0026,1,kurta,L,turquoise green
J0026-KR-M,J0026,1,kurta,M,turquoise green
J0026-KR-XS,J0026,3,kurta,XS,turquoise green
J0026-KR-XXL,J0026,1,kurta,XXL,turquoise green
J0027-SET-XL,J0027,1,set,XL,turquoise green
J0028-KR-L,J0028,2,kurta,L,red
J0028-KR-S,J0028,1,kurta,S,red
J0028-KR-XL,J0028,1,kurta,XL,red
J0028-KR-XS,J0028,4,kurta,XS,red
J0028-KR-XXL,J0028,1,kurta,XXL,red
J0028-KR-XXXL,J0028,1,kurta,XXXL,red
J0029-KR-S,J0029,1,kurta,S,pink
J0029-KR-XXXL,J0029,1,kurta,XXXL,pink
J0030-TP-L,J0030,1,top,L,dark green
J0030-TP-M,J0030,1,top,M,dark green
J0030-TP-XXXL,J0030,1,top,XXXL,dark green
J0033-KR-M,J0033,4,kurta,M,lemon
J0033-KR-S,J0033,9,kurta,S,lemon
J0033-KR-XL,J0033,3,kurta,XL,lemon
J0033-KR-XS,J0033,9,kurta,XS,lemon
J0033-KR-XXL,J0033,3,kurta,XXL,lemon
J0033-KR-XXXL,J0033,4,kurta,XXXL,lemon
J0034-SET-L,J0034,2,kurta set,L,lemon
J0034-SET-M,J0034,47,kurta set,M,lemon
J0034-SET-S,J0034,34,kurta set,S,lemon
J0034-SET-XL,J0034,3,kurta set,XL,lemon
J0034-SET-XS,J0034,56,kurta set,XS,lemon
J0034-SET-XXL,J0034,4,kurta set,XXL,lemon
J0034-SET-XXXL,J0034,4,kurta set,XXXL,lemon
J0035-KR-M,J0035,2,kurta,M,lemon yellow
J0035-KR-S,J0035,5,kurta,S,lemon yellow
J0035-KR-XL,J0035,2,kurta,XL,lemon yellow
J0035-KR-XS,J0035,6,kurta,XS,lemon yellow
J0035-KR-XXXL,J0035,2,kurta,XXXL,lemon yellow
J0036-TP-M,J0036,1,top,M,grey
J0036-TP-S,J0036,2,top,S,grey
J0036-TP-XL,J0036,1,top,XL,grey
J0036-TP-XS,J0036,3,top,XS,grey
J0036-TP-XXL,J0036,1,top,XXL,grey
J0037-KR-L,J0037,5,kurta,L,sky blue
J0037-KR-M,J0037,5,kurta,M,sky blue
J0037-KR-S,J0037,9,kurta,S,sky blue
J0037-KR-XL,J0037,2,kurta,XL,sky blue
J0037-KR-XS,J0037,27,kurta,XS,sky blue
J0037-KR-XXL,J0037,7,kurta,XXL,sky blue
J0037-KR-XXXL,J0037,5,kurta,XXXL,sky blue
J0038-DR-L,J0038,1,dress,L,peach
J0038-DR-M,J0038,1,dress,M,peach
J0038-DR-S,J0038,2,dress,S,peach
J0038-DR-XL,J0038,1,dress,XL,peach
J0038-DR-XS,J0038,7,dress,XS,peach
J0038-DR-XXL,J0038,1,dress,XXL,peach
J0038-DR-XXXL,J0038,2,dress,XXXL,peach
J0039-SET-L,J0039,2,set,L,yellow
J0039-SET-M,J0039,1,set,M,yellow
J0039-SET-XL,J0039,3,set,XL,yellow
J0039-SET-XS,J0039,4,set,XS,yellow
J0040-SET-L,J0040,1,set,L,light green
J0040-SET-M,J0040,1,set,M,light green
J0040-SET-XL,J0040,2,set,XL,light green
J0040-SET-XS,J0040,4,set,XS,light green
J0040-SET-XXXL,J0040,3,set,XXXL,light green
J0041-SET-L,J0041,5,kurta set,L,light green
J0041-SET-M,J0041,2,kurta set,M,light green
J0041-SET-S,J0041,3,kurta set,S,light green
J0041-SET-XL,J0041,7,kurta set,XL,light green
J0041-SET-XS,J0041,3,kurta set,XS,light green
J0041-SET-XXL,J0041,3,kurta set,XXL,light green
J0041-SET-XXXL,J0041,3,kurta set,XXXL,light green
J0042-DR-L,J0042,2,dress,L,turquoise blue
J0042-DR-S,J0042,2,dress,S,turquoise blue
J0042-DR-XL,J0042,1,dress,XL,turquoise blue
J0042-DR-XS,J0042,4,dress,XS,turquoise blue
J0042-DR-XXL,J0042,1,dress,XXL,turquoise blue
J0042-DR-XXXL,J0042,2,dress,XXXL,turquoise blue
J0043-SET-L,J0043,1,kurta set,L,peach
J0043-SET-S,J0043,2,kurta set,S,peach
J0043-SET-XL,J0043,2,kurta set,XL,peach
J0043-SET-XS,J0043,4,kurta set,XS,peach
J0044-TP-L,J0044,1,top,L,sky blue
J0044-TP-S,J0044,3,top,S,sky blue
J0044-TP-XS,J0044,2,top,XS,sky blue
J0046-TP-L,J0046,2,top,L,grey
J0046-TP-M,J0046,1,top,M,grey
J0046-TP-S,J0046,1,top,S,grey
J0046-TP-XS,J0046,2,top,XS,grey
J0046-TP-XXL,J0046,1,top,XXL,grey
J0046-TP-XXXL,J0046,1,top,XXXL,grey
J0047-TP-L,J0047,1,top,L,pink
J0047-TP-M,J0047,2,top,M,pink
J0047-TP-S,J0047,1,top,S,pink
J0047-TP-XL,J0047,2,top,XL,pink
J0047-TP-XS,J0047,4,top,XS,pink
J0047-TP-XXL,J0047,3,top,XXL,pink
J0047-TP-XXXL,J0047,2,top,XXXL,pink
J0048-TP-L,J0048,2,top,L,lime green
J0048-TP-M,J0048,3,top,M,lime green
J0048-TP-S,J0048,6,top,S,lime green
J0048-TP-XL,J0048,1,top,XL,lime green
J0048-TP-XS,J0048,5,top,XS,lime green
J0048-TP-XXL,J0048,3,top,XXL,lime green
J0048-TP-XXXL,J0048,1,top,XXXL,lime green
J0049-TP-L,J0049,2,top,L,beige
J0049-TP-M,J0049,4,top,M,beige
J0049-TP-S,J0049,4,top,S,beige
J0049-TP-XL,J0049,4,top,XL,beige
J0049-TP-XS,J0049,8,top,XS,beige
J0049-TP-XXL,J0049,2,top,XXL,beige
J0049-TP-XXXL,J0049,2,top,XXXL,beige
J0057-DR-L,J0057,2,dress,L,green
J0057-DR-M,J0057,2,dress,M,green
J0057-DR-S,J0057,4,dress,S,green
J0057-DR-XL,J0057,2,dress,XL,green
J0057-DR-XS,J0057,18,dress,XS,green
J0057-DR-XXL,J0057,2,dress,XXL,green
J0057-DR-XXXL,J0057,2,dress,XXXL,green
J0058-DR-L,J0058,2,dress,L,blue
J0058-DR-M,J0058,2,dress,M,blue
J0058-DR-S,J0058,3,dress,S,blue
J0058-DR-XL,J0058,1,dress,XL,blue
J0058-DR-XXL,J0058,1,dress,XXL,blue
J0061-SET-S,J0061,1,set,S,mustard
J0061-SET-XL,J0061,2,set,XL,mustard
J0061-SET-XS,J0061,2,set,XS,mustard
J0061-SET-XXL,J0061,1,set,XXL,mustard
J0061-SET-XXXL,J0061,4,set,XXXL,mustard
J0062-DR-L,J0062,2,dress,L,multicolor
J0062-DR-M,J0062,4,dress,M,multicolor
J0062-DR-S,J0062,1,dress,S,multicolor
J0062-DR-XL,J0062,2,dress,XL,multicolor
J0062-DR-XS,J0062,6,dress,XS,multicolor
J0062-DR-XXL,J0062,4,dress,XXL,multicolor
J0062-DR-XXXL,J0062,3,dress,XXXL,multicolor
J0070-KR-L,J0070,1,kurta,L,light green
J0070-KR-M,J0070,1,kurta,M,light green
J0070-KR-XS,J0070,2,kurta,XS,light green
J0070-KR-XXL,J0070,1,kurta,XXL,light green
J0072-KR-S,J0072,1,kurta,S,mustard
J0072-KR-XL,J0072,1,kurta,XL,mustard
J0072-KR-XXL,J0072,1,kurta,XXL,mustard
J0072-KR-XXXL,J0072,2,kurta,XXXL,mustard
J0073-KR-L,J0073,3,kurta,L,light blue
J0073-KR-M,J0073,1,kurta,M,light blue
J0073-KR-S,J0073,2,kurta,S,light blue
J0073-KR-XS,J0073,3,kurta,XS,light blue
J0073-KR-XXL,J0073,2,kurta,XXL,light blue
J0073-KR-XXXL,J0073,4,kurta,XXXL,light blue
J0074-TP-L,J0074,1,top,L,dark blue
J0074-TP-XXXL,J0074,1,top,XXXL,dark blue
J0075-KR-L,J0075,1,kurta,L,pink
J0075-KR-M,J0075,1,kurta,M,pink
J0075-KR-S,J0075,1,kurta,S,pink
J0075-KR-XL,J0075,1,kurta,XL,pink
J0075-KR-XXXL,J0075,1,kurta,XXXL,pink
J0076-SET-L,J0076,1,set,L,light green
J0076-SET-M,J0076,3,set,M,light green
J0076-SET-S,J0076,1,set,S,light green
J0076-SET-XS,J0076,1,set,XS,light green
J0077-SKD-L,J0077,3,kurta set,L,blue
J0077-SKD-M,J0077,2,kurta set,M,blue
J0077-SKD-S,J0077,7,kurta set,S,blue
J0077-SKD-XL,J0077,2,kurta set,XL,blue
J0077-SKD-XS,J0077,8,kurta set,XS,blue
J0077-SKD-XXL,J0077,2,kurta set,XXL,blue
J0077-SKD-XXXL,J0077,2,kurta set,XXXL,blue
J0078-SET-M,J0078,3,kurta set,M,pink
J0078-SET-S,J0078,21,kurta set,S,pink
J0078-SET-XL,J0078,5,kurta set,XL,pink
J0078-SET-XS,J0078,17,kurta set,XS,pink
J0078-SET-XXL,J0078,30,kurta set,XXL,pink
J0078-SET-XXXL,J0078,6,kurta set,XXXL,pink
J0079-SKD-L,J0079,21,kurta set,L,pink
J0079-SKD-M,J0079,36,kurta set,M,pink
J0079-SKD-S,J0079,49,kurta set,S,pink
J0079-SKD-XL,J0079,45,kurta set,XL,pink
J0079-SKD-XS,J0079,51,kurta set,XS,pink
J0079-SKD-XXL,J0079,53,kurta set,XXL,pink
J0079-SKD-XXXL,J0079,37,kurta set,XXXL,pink
J0080-TP-S,J0080,2,top,S,white
J0080-TP-XS,J0080,2,top,XS,white
J0081-DR-L,J0081,10,dress,L,black
J0081-DR-M,J0081,8,dress,M,black
J0081-DR-S,J0081,14,dress,S,black
J0081-DR-XL,J0081,4,dress,XL,black
J0081-DR-XS,J0081,24,dress,XS,black
J0081-DR-XXL,J0081,3,dress,XXL,black
J0081-DR-XXXL,J0081,4,dress,XXXL,black
J0082-TP-L,J0082,3,crop top,L,black
J0082-TP-M,J0082,2,crop top,M,black
J0082-TP-S,J0082,8,crop top,S,black
J0082-TP-XL,J0082,2,crop top,XL,black
J0082-TP-XS,J0082,4,crop top,XS,black
J0082-TP-XXL,J0082,5,crop top,XXL,black
J0082-TP-XXXL,J0082,2,crop top,XXXL,black
J0083-KR-L,J0083,18,kurta,L,mustard
J0083-KR-M,J0083,50,kurta,M,mustard
J0083-KR-S,J0083,59,kurta,S,mustard
J0083-KR-XL,J0083,30,kurta,XL,mustard
J0083-KR-XS,J0083,88,kurta,XS,mustard
J0083-KR-XXL,J0083,41,kurta,XXL,mustard
J0083-KR-XXXL,J0083,61,kurta,XXXL,mustard
J0084-TP-L,J0084,1,top,L,blue
J0084-TP-XS,J0084,2,top,XS,blue
J0085-TP-L,J0085,3,crop top,L,blue
J0085-TP-M,J0085,6,crop top,M,blue
J0085-TP-S,J0085,8,crop top,S,blue
J0085-TP-XL,J0085,5,crop top,XL,blue
J0085-TP-XS,J0085,5,crop top,XS,blue
J0085-TP-XXL,J0085,11,crop top,XXL,blue
J0085-TP-XXXL,J0085,4,crop top,XXXL,blue
J0086-DR-XL,J0086,1,dress,XL,light green
J0086-DR-XXL,J0086,1,dress,XXL,light green
J0086-DR-XXXL,J0086,1,dress,XXXL,light green
J0087-TP-L,J0087,21,crop top,L,light green
J0087-TP-M,J0087,14,crop top,M,light green
J0087-TP-S,J0087,28,crop top,S,light green
J0087-TP-XL,J0087,21,crop top,XL,light green
J0087-TP-XS,J0087,45,crop top,XS,light green
J0087-TP-XXL,J0087,21,crop top,XXL,light green
J0087-TP-XXXL,J0087,29,crop top,XXXL,light green
J0088-TP-L,J0088,8,crop top,L,pink
J0088-TP-M,J0088,3,crop top,M,pink
J0088-TP-S,J0088,6,crop top,S,pink
J0088-TP-XL,J0088,5,crop top,XL,pink
J0088-TP-XS,J0088,6,crop top,XS,pink
J0088-TP-XXL,J0088,5,crop top,XXL,pink
J0088-TP-XXXL,J0088,2,crop top,XXXL,pink
J0089-TP-L,J0089,2,crop top,L,pink
J0089-TP-M,J0089,3,crop top,M,pink
J0089-TP-S,J0089,5,crop top,S,pink
J0089-TP-XL,J0089,4,crop top,XL,pink
J0089-TP-XS,J0089,5,crop top,XS,pink
J0089-TP-XXL,J0089,4,crop top,XXL,pink
J0089-TP-XXXL,J0089,6,crop top,XXXL,pink
J0090-TP-L,J0090,7,top,L,red
J0090-TP-M,J0090,1,top,M,red
J0090-TP-S,J0090,4,top,S,red
J0090-TP-XL,J0090,11,top,XL,red
J0090-TP-XS,J0090,8,top,XS,red
J0090-TP-XXL,J0090,24,top,XXL,red
J0090-TP-XXXL,J0090,15,top,XXXL,red
J0091-TP-L,J0091,3,crop top,L,red
J0091-TP-M,J0091,2,crop top,M,red
J0091-TP-S,J0091,2,crop top,S,red
J0091-TP-XL,J0091,17,crop top,XL,red
J0091-TP-XS,J0091,3,crop top,XS,red
J0091-TP-XXL,J0091,43,crop top,XXL,red
J0091-TP-XXXL,J0091,24,crop top,XXXL,red
J0092-SET-L,J0092,5,kurta set,L,blue
J0092-SET-M,J0092,1,kurta set,M,blue
J0092-SET-XL,J0092,2,kurta set,XL,blue
J0092-SET-XS,J0092,1,kurta set,XS,blue
J0092-SET-XXL,J0092,4,kurta set,XXL,blue
J0092-SET-XXXL,J0092,2,kurta set,XXXL,blue
J0093-DR-XL,J0093,1,dress,XL,blue
J0093-DR-XS,J0093,2,dress,XS,blue
J0093-DR-XXXL,J0093,1,dress,XXXL,blue
J0094-KR-L,J0094,4,kurta,L,blue
J0094-KR-M,J0094,6,kurta,M,blue
J0094-KR-S,J0094,12,kurta,S,blue
J0094-KR-XL,J0094,2,kurta,XL,blue
J0094-KR-XS,J0094,11,kurta,XS,blue
J0094-KR-XXL,J0094,2,kurta,XXL,blue
J0094-KR-XXXL,J0094,1,kurta,XXXL,blue
J0095-SET-L,J0095,1,kurta set,L,blue
J0095-SET-M,J0095,9,kurta set,M,blue
J0095-SET-S,J0095,20,kurta set,S,blue
J0095-SET-XL,J0095,2,kurta set,XL,blue
J0095-SET-XS,J0095,55,kurta set,XS,blue
J0095-SET-XXXL,J0095,1,kurta set,XXXL,blue
J0096-KR-L,J0096,106,kurta,L,blue
J0096-KR-M,J0096,75,kurta,M,blue
J0096-KR-S,J0096,145,kurta,S,blue
J0096-KR-XL,J0096,27,kurta,XL,blue
J0096-KR-XS,J0096,47,kurta,XS,blue
J0096-KR-XXL,J0096,90,kurta,XXL,blue
J0096-KR-XXXL,J0096,88,kurta,XXXL,blue
J0097-KR-L,J0097,7,kurta,L,indigo
J0097-KR-M,J0097,4,kurta,M,indigo
J0097-KR-S,J0097,10,kurta,S,indigo
J0097-KR-XL,J0097,2,kurta,XL,indigo
J0097-KR-XS,J0097,20,kurta,XS,indigo
J0097-KR-XXL,J0097,5,kurta,XXL,indigo
J0097-KR-XXXL,J0097,4,kurta,XXXL,indigo
J0098-TP-L,J0098,1,top,L,mustard
J0098-TP-M,J0098,4,top,M,mustard
J0098-TP-S,J0098,1,top,S,mustard
J0098-TP-XL,J0098,1,top,XL,mustard
J0098-TP-XS,J0098,7,top,XS,mustard
J0098-TP-XXL,J0098,5,top,XXL,mustard
J0098-TP-XXXL,J0098,3,top,XXXL,mustard
J0099-TP-M,J0099,1,top,M,pink
J0099-TP-S,J0099,1,top,S,pink
J0099-TP-XL,J0099,2,top,XL,pink
J0099-TP-XS,J0099,1,top,XS,pink
J0099-TP-XXXL,J0099,2,top,XXXL,pink
J0100-DR-L,J0100,44,dress,L,green
J0100-DR-M,J0100,39,dress,M,green
J0100-DR-S,J0100,58,dress,S,green
J0100-DR-XL,J0100,46,dress,XL,green
J0100-DR-XS,J0100,50,dress,XS,green
J0100-DR-XXL,J0100,51,dress,XXL,green
J0100-DR-XXXL,J0100,42,dress,XXXL,green
J0101-DR-L,J0101,1,dress,L,light green
J0101-DR-M,J0101,3,dress,M,light green
J0101-DR-S,J0101,8,dress,S,light green
J0101-DR-XL,J0101,3,dress,XL,light green
J0101-DR-XS,J0101,32,dress,XS,light green
J0101-DR-XXL,J0101,9,dress,XXL,light green
J0101-DR-XXXL,J0101,5,dress,XXXL,light green
J0102-SKD-L,J0102,35,kurta set,L,purple
J0102-SKD-M,J0102,58,kurta set,M,purple
J0102-SKD-S,J0102,39,kurta set,S,purple
J0102-SKD-XL,J0102,40,kurta set,XL,purple
J0102-SKD-XS,J0102,19,kurta set,XS,purple
J0102-SKD-XXL,J0102,8,kurta set,XXL,purple
J0102-SKD-XXXL,J0102,36,kurta set,XXXL,purple
J0103-SKD-L,J0103,33,kurta set,L,yellow
J0103-SKD-M,J0103,44,kurta set,M,yellow
J0103-SKD-S,J0103,50,kurta set,S,yellow
J0103-SKD-XL,J0103,43,kurta set,XL,yellow
J0103-SKD-XS,J0103,61,kurta set,XS,yellow
J0103-SKD-XXL,J0103,44,kurta set,XXL,yellow
J0103-SKD-XXXL,J0103,27,kurta set,XXXL,yellow
J0104-KR-L,J0104,1,kurta,L,indigo
J0104-KR-S,J0104,1,kurta,S,indigo
J0104-KR-XL,J0104,1,kurta,XL,indigo
J0104-KR-XS,J0104,3,kurta,XS,indigo
J0104-KR-XXL,J0104,3,kurta,XXL,indigo
J0104-KR-XXXL,J0104,1,kurta,XXXL,indigo
J0105-KR-L,J0105,3,dress,L,off white
J0105-KR-M,J0105,3,dress,M,off white
J0105-KR-S,J0105,7,dress,S,off white
J0105-KR-XL,J0105,4,dress,XL,off white
J0105-KR-XS,J0105,6,dress,XS,off white
J0105-KR-XXL,J0105,5,dress,XXL,off white
J0105-KR-XXXL,J0105,4,dress,XXXL,off white
J0106-KR-L,J0106,4,dress,L,off white
J0106-KR-M,J0106,4,dress,M,off white
J0106-KR-S,J0106,2,dress,S,off white
J0106-KR-XL,J0106,1,dress,XL,off white
J0106-KR-XS,J0106,15,dress,XS,off white
J0106-KR-XXL,J0106,7,dress,XXL,off white
J0106-KR-XXXL,J0106,3,dress,XXXL,off white
